ticker,announcement_date,announcement_time,timing_class,fiscal_year,fiscal_quarter,eps_actual,eps_estimate,eps_surprise,eps_surprise_pct,revenue_actual,revenue_estimate,revenue_surprise,revenue_surprise_pct,source,event_id,year,sue,pre_ret_5d,pre_ret_10d,pre_ret_21d,pre_ret_63d,pre_vol_10d,pre_vol_21d,pre_vol_63d,pre_volume_zscore,pre_drawdown_63d,pre_market_ret_21d,market_beta,pre_vix,"CAR[-5,+5]","CAR[-2,+2]","CAR[-1,+1]","CAR[0,+1]","CAR[0,+5]","CAR[0,+20]","CAR[+1,+5]","CAR[+1,+20]",alpha,beta,event_t0_date,signal,composite_score,composite_signal
WMT,2016-02-18,,BMO,,,0.5,0.49,0.010000000000000009,0.02040816326530614,,,,,yfinance,8f03d5f69c9c,2016,1.0,,,,,,,,,,,,,,,,,,,,,,,,0,-0.13247845751783094,0
COST,2016-03-02,,AMC,,,1.24,1.28,-0.040000000000000036,-0.03125000000000003,,,,,yfinance,bee15179ea9e,2016,-1.0,,,,,,,,,,,,,-0.010141467961618935,-0.027012610506910704,-0.0002714776418322549,-0.014006652479578906,0.007471708816303466,0.04097755949950854,0.01626098738538958,0.04976683806859465,-0.0013590342746122633,0.6020852796736702,2016-03-03,-1,-0.24140348292796654,-1
JPM,2016-04-13,,BMO,,,1.35,1.26,0.09000000000000008,0.0714285714285715,,,,,yfinance,840ddf1c0fa0,2016,1.8000000000000016,0.015764190529876876,0.0042351347648625914,-0.0010111454859575986,0.00764910648030348,0.2249553559486088,0.1898643144796705,0.3268507329900892,-0.593122748791051,-0.10806723201976103,0.015584946477214645,1.0,14.850000381469727,0.07181863735503213,0.054065104454776095,0.04923879720142519,0.04314421058552174,0.0606926013653398,0.07209461141745517,0.032001622318989835,0.0434036323711052,-0.0015786100325413507,1.507679400337015,2016-04-13,0,-0.23280546300251584,0
BAC,2016-04-14,,BMO,,,0.21,0.21,0.0,0.0,,,,,yfinance,7176d88a5f0c,2016,0.0,0.039186095414573074,0.022997064550735802,0.010997039204893033,-0.09928154252798682,0.3216526868545983,0.26222385170022594,0.41891626189277736,-0.6340002339035382,-0.25550366792436313,0.02716049382716057,1.0,13.84000015258789,0.13645586274571198,0.062214850728198705,0.04928730771225336,0.024787974083928535,0.09219535625221077,0.11722788984205267,0.06321010746049631,0.0882426410503382,-0.003691937810686115,1.8194896421939022,2016-04-14,0,-0.3213615243764312,-1
GOOGL,2016-04-21,,AMC,,,0.38,0.4,-0.020000000000000018,-0.050000000000000044,,,,,yfinance,5ae73f24f068,2016,-0.40000000000000036,0.005945376216448528,0.026153751187513397,0.026248310225316374,0.0733895743121844,0.12145159585276223,0.13189762547956543,0.23340656527557488,-0.13749926931669443,-0.10230379547975174,0.02155848511313252,1.0,13.949999809265137,-0.0796789913125705,-0.060886557790362665,-0.03460159834092484,-0.04621896834242314,-0.08241233054986648,-0.05655313798141195,-0.02843954579651628,-0.002580353228061762,-0.00016823541016144843,0.9098549996601186,2016-04-22,-1,-0.1963964244075198,0
MSFT,2016-04-21,,AMC,,,0.62,0.64,-0.020000000000000018,-0.03125000000000003,,,,,yfinance,238aee402e47,2016,-0.40000000000000036,0.007586672043258247,0.024237967627887214,0.03162565367346115,0.10499206190812393,0.12991145981605798,0.15287365467434383,0.2589470671090199,-0.15096942225741128,-0.10546381116715402,0.02155848511313252,1.0,13.949999809265137,-0.08710012734504262,-0.08128480482175843,-0.051876023162925805,-0.06244516253082441,-0.09080224411052847,-0.06473816921410108,-0.019449980540811002,0.006614094355616383,-0.00035802842628429555,1.2630590223753666,2016-04-22,-1,-0.18568759098499354,0
AAPL,2016-04-26,,AMC,,,0.48,0.5,-0.020000000000000018,-0.040000000000000036,,,,,yfinance,d49c8742009c,2016,-0.40000000000000036,-0.023945422320620358,-0.055143098810742974,-0.00798558748730005,0.04360436747175256,0.16748645550252655,0.2039827614004363,0.25334782338900635,-0.15332962853489454,-0.06913470210072421,0.027947217684819003,1.0,13.960000038146973,-0.09890757161423125,-0.10346342966649015,-0.09436054258162098,-0.08520405014111722,-0.07868965859074334,-0.05261355895349097,-0.01319448500152241,0.012881614635729977,0.00037090320552868165,1.2371810938432142,2016-04-27,-1,-0.26701872164647666,-1
META,2016-04-27,,AMC,,,0.52,0.4,0.12,0.3,,,,,yfinance,0173a28c7495,2016,2.4,-0.031400096395589494,-0.014659331420381116,-0.06242466022129323,0.1528851551929562,0.19322797765072602,0.2213064168753195,0.40922999786844033,-0.19973763612837359,-0.13511161627558257,0.020622128934390194,1.0,13.770000457763672,0.07261967438246908,0.07658307698992342,0.09400020281148111,0.09623292655164703,0.1034765168236084,0.07870599837585525,0.020646957619398193,-0.004123560828354963,0.0007921963179313807,1.2806047157290765,2016-04-28,1,-0.1877875894072013,0
AMZN,2016-04-28,,AMC,,,0.05,0.03,0.020000000000000004,0.6666666666666669,,,,,yfinance,855e7342eba1,2016,0.4000000000000001,-0.04595876040109581,-0.030205396326300593,0.005528759201032241,-0.05249073884444966,0.1936481959607857,0.20953427385944023,0.3430878593372189,-0.15016638005450225,-0.1787563866122194,0.006941037987214571,1.0,15.220000267028809,0.09491461155183073,0.10719919862655566,0.133765214033291,0.13062738807692303,0.13079525730717229,0.17028407627589434,0.028572726449768184,0.06806154541849017,-0.0005175429716735157,1.1188560648589023,2016-04-29,1,-0.07490889802202091,1
CVX,2016-04-29,,BMO,,,-0.11,-0.16,0.05,0.3125,,,,,yfinance,61815dda5880,2016,1.0,0.009861932790452554,0.045111226959684725,0.07506563281762624,0.19180637462920802,0.17664383234059286,0.19010559705637245,0.3000622337143901,-0.9104169398906202,-0.06057191254112868,0.006941037987214571,1.0,15.220000267028809,0.016818629192391025,0.004395973139824167,0.0011912681215504343,0.00388607638522048,0.0011496520832333934,-0.03823408018964061,-0.003074424639347562,-0.04245815691222157,0.0008150508643612094,1.3313118948688405,2016-04-29,1,-0.1569462563034164,0
XOM,2016-04-29,,BMO,,,0.43,0.31,0.12,0.3870967741935484,,,,,yfinance,00a68878a4fa,2016,2.4,0.01428733553046535,0.030434255704475,0.04152865920065563,0.1433952620061394,0.09223641732383288,0.12674409771821057,0.18836832350926855,-0.8981510139050418,-0.041875429674082254,0.006941037987214571,1.0,15.220000267028809,0.022653113682222753,0.012244225606614569,0.010367430246131385,0.008277821577526583,0.006918331846866448,-0.009813884745915663,-0.0010232734631234674,-0.017755490055905578,0.0009779557694474636,0.8735937578155931,2016-04-29,1,-0.13794921783978886,0
NVDA,2016-05-12,,AMC,,,0.01,0.01,0.0,0.0,,,,,yfinance,8a89c605574b,2016,0.0,0.017157547366176917,-0.017403305456360818,-0.03184542792792644,0.40592883874413155,0.22818260948126942,0.21616402009580932,0.29017033578888507,0.08223516009183261,-0.0683462556077252,-0.00692308866060698,1.0,14.40999984741211,0.23536956675764728,0.19268219362988304,0.16339143388159819,0.17826134908706467,0.23338144710262784,0.2552949852190312,0.06997935334829393,0.09189289146469726,0.0008752489578451819,1.3980463940832701,2016-05-13,0,-0.22925260047579812,0
WMT,2016-05-19,,BMO,,,0.33,0.29,0.040000000000000036,0.13793103448275876,,,,,yfinance,56412f83b7f1,2016,0.8000000000000007,-0.04908905221261195,-0.060128063453305236,-0.09488320161637753,-0.015127904505013556,0.3091895301722254,0.24535338701048023,0.18806019084567374,1.1961056932716523,-0.09604928200037349,-0.023773179511553,1.0,15.949999809265137,0.05282524985770198,0.054850859402704066,0.0709270131458034,0.10201425028854338,0.10345520701640337,0.09630681354686418,0.007026510110489833,-0.00012188335904936504,0.0009962157284266703,0.467879721775277,2016-05-19,0,-0.014621025419619658,1
COST,2016-05-25,,AMC,,,1.24,1.22,0.020000000000000018,0.016393442622950834,,,,,yfinance,9146ae84539e,2016,0.40000000000000036,0.023002336714803784,-0.01753671775885801,-0.05281790625824312,-0.06579632791011203,0.17549203933354676,0.19692919684389854,0.18708501522645832,0.2738071783974104,-0.10717223831827606,0.0017231505528754187,1.0,13.899999618530273,0.06847433288285423,0.03919875331818688,0.04179498347570786,0.030953413223993684,0.05290254057517366,0.11384854115472115,0.016243233801797218,0.07718923438134472,-0.0010612022591852792,0.5952005069994187,2016-05-26,0,-0.20078694917481782,0
JPM,2016-07-14,,BMO,,,1.55,1.43,0.1200000000000001,0.08391608391608399,,,,,yfinance,61ba56bf2830,2016,5.656854249492381,0.04934376621476111,0.061155903253586885,-0.0017385903201470043,0.022171854856543494,0.26458312298028747,0.3696388378486811,0.25625235442260264,-0.01559308085832836,-0.12460108269934736,0.03103862468421914,1.51439003598885,13.039999961853027,0.010706531122273124,0.006185479191636784,0.010126613481939974,0.010073773345565707,0.0008683856144121658,0.01756611981902504,-0.005607177787221479,0.011090556417391399,-0.0004562998968840611,1.644191560335172,2016-07-14,0,0.10380688003962675,1
BAC,2016-07-18,,BMO,,,0.36,0.33,0.02999999999999997,0.09090909090909081,,,,,yfinance,9fa705d1d971,2016,4.242640687119278,0.037205753096400285,0.02938955359419504,0.02398798284587289,-0.024285725184849283,0.24463464600240695,0.45160715659615697,0.335872067891546,-0.34301353534864304,-0.1939112784960701,0.03889290893407793,1.817134275458174,12.670000076293945,0.06950904531164809,0.05794127854227665,0.049025013601283224,0.04372246849994052,0.054272824251899804,0.10398319126217465,0.025079548750757817,0.07478991576103264,-0.0017992788850869825,2.0648498124928,2016-07-18,0,0.004618279306387751,1
MSFT,2016-07-19,,AMC,,,0.69,0.58,0.10999999999999999,0.1896551724137931,,,,,yfinance,81b908195fe5,2016,1.7284832429004475,-0.0022551951503374523,0.03752202564681384,0.05904645963303867,-0.05852100146797179,0.1402610788832226,0.2508242970902592,0.25593642954493473,0.0029263835894422757,-0.13176763418734774,0.046823542363420234,1.29724385206098,11.970000267028809,0.06045914192126826,0.05146354424127614,0.03959554978046619,0.05315299898384281,0.06375855458823909,0.09574000207677458,0.014773521669356235,0.046754969157891714,-0.0012509895033891438,1.293136918400968,2016-07-20,1,0.052465131636072075,1
AAPL,2016-07-26,,AMC,,,0.36,0.35,0.010000000000000009,0.0285714285714286,,,,,yfinance,7853cd6dd354,2016,0.4714045207910334,-0.03204169910515231,-0.007698624657119679,0.03501067012467196,-0.07359847069935921,0.1540751019240508,0.14906891533697417,0.22558198962836257,-0.1467174290425667,-0.08335825556533195,0.06647310638500414,1.1930800107690722,13.050000190734863,0.069880730213507,0.06186622817797331,0.07371049175541963,0.0801400055854877,0.10030604809819883,0.1275972779679449,0.033479854059155476,0.060771083928901556,-0.0008808008682829796,0.9255655519048102,2016-07-27,0,-0.12383778456687634,0
META,2016-07-27,,AMC,,,0.97,0.82,0.15000000000000002,0.18292682926829273,,,,,yfinance,5bff5b8e0c2a,2016,1.0,0.011646966783723345,0.056173982078827844,0.13187111091320558,0.13270270024095399,0.15739782893089926,0.18035087500770303,0.22637019841522493,0.2672154859055804,-0.09568463717258817,0.08476952731239074,1.1526341149487933,12.829999923706055,0.021364959331936155,0.020320282194514625,0.02067881959438756,0.002466013296896788,0.008116337890491716,-0.0024226997791906716,-0.004272255704490592,-0.014811293374172984,0.0001352306155050203,0.8097309810750872,2016-07-28,0,0.22613396515423506,1
AMZN,2016-07-28,,AMC,,,0.09,0.05,0.039999999999999994,0.7999999999999998,,,,,yfinance,4a9d8a026671,2016,1.1313708498984756,0.010988283448253089,0.01539393953118351,0.06308360100965138,0.2501827347691086,0.1378034905722436,0.13297682358611443,0.27041808838333364,-0.09973224050625822,-0.0506425908680469,0.06678153311033364,1.0770588014123343,12.720000267028809,-0.007484804739484789,0.02582386176718177,0.032114906657525186,0.01411254154971495,-0.0036244809345861353,-0.03471647227706332,-0.007811102654314008,-0.03890309399679119,0.002591908028212901,0.9038948770527894,2016-07-29,1,0.11266748815525936,1
GOOGL,2016-07-28,,AMC,,,0.35,0.32,0.02999999999999997,0.0937499999999999,,,,,yfinance,777b5896da30,2016,0.8485281374238564,0.015150882319062475,0.04082628061945126,0.10788994361558868,0.08620547490727026,0.12400540984266992,0.11811024029797391,0.1698569608563754,0.037936486604423565,-0.09041868905641147,0.06678153311033364,0.9399318733868092,12.720000267028809,0.06925430018937152,0.06485207506739465,0.05129297909079476,0.04643649079950009,0.05198736281054951,0.051953480437178456,0.019351714397730226,0.01931783202435918,-0.0008788261568487573,0.9538067275855249,2016-07-29,0,0.0980176237126196,1
CVX,2016-07-29,,BMO,,,0.35,0.32,0.02999999999999997,0.0937499999999999,,,,,yfinance,8053d0cb487c,2016,0.14629795472825105,-0.0341588243189106,-0.04601683386267175,0.001574374362230957,-0.005957037121697706,0.12407970525102173,0.164029410026186,0.16536201353308924,-0.029902000101256213,-0.04895821660780136,0.06678153311033364,1.3162203893509417,12.720000267028809,-0.06213894866448012,-0.026709689658805044,-0.03446598667859302,-0.02806373430764365,-0.02243184507818318,-0.017890245339912278,-0.026905046143532233,-0.022363446405261334,0.0005525086588778656,1.0857216792493298,2016-07-29,0,-0.166458704984755,0
XOM,2016-07-29,,BMO,,,0.41,0.64,-0.23000000000000004,-0.35937500000000006,,,,,yfinance,7903f7c636c8,2016,-3.614101326064578,-0.03889186558575586,-0.05002633125506317,-0.007809995437973005,0.02465066680718464,0.09658136114076615,0.14238340365212196,0.14216267609912672,-0.0736135707419031,-0.05172419739565909,0.06678153311033364,0.8569599290136307,12.720000267028809,-0.07994666808563798,-0.04810845904604548,-0.05925608895850148,-0.05014398794172331,-0.036429487290259376,-0.04381014867110259,-0.02095025040473731,-0.02833091178558051,0.0005012051965835643,0.6936438167216771,2016-07-29,-1,-0.4635267945731816,-1
NVDA,2016-08-11,,AMC,,,0.01,0.01,0.0,0.0,,,,,yfinance,0218419e5c27,2016,0.0,0.04315913654731407,0.06265570625880601,0.13111025545029031,0.6783806357726139,0.18810719581960472,0.20274978053286574,0.38188857954713623,0.032172027027901284,-0.06702408966780705,0.017355275262039394,1.256285574498973,11.680000305175781,0.027608020165096094,0.041432388571390276,0.055337394092102574,0.04405467546706579,0.017529433576587275,-0.06223180419495536,-0.03479879938733944,-0.11456003715888205,0.004475728028450305,0.9869166677439718,2016-08-12,0,0.08416229697855165,1
WMT,2016-08-18,,BMO,,,0.36,0.34,0.019999999999999962,0.058823529411764594,,,,,yfinance,1a641a7aef2c,2016,0.9428090415820608,-0.013793109851908514,-0.00013712827196643573,-0.009910418831077572,0.1548693751561896,0.08102908099895634,0.07996014811741549,0.20655288158738916,0.37774958224189903,-0.01579797701029358,0.01008368865887821,0.4485105164051917,12.1899995803833,-0.04344083178151633,-0.009938375299493195,-0.0034937642931303116,-0.0027221244676367135,-0.025400691224807072,-0.002367788950148997,-0.042720897188247946,-0.019687994913589878,0.0005710133333791886,0.3983777451380223,2016-08-18,0,-0.054628499737667036,0
COST,2016-09-29,,AMC,,,1.77,1.73,0.040000000000000036,0.023121387283237014,,,,,yfinance,3020a66c8952,2016,0.9428090415820634,-0.03695715722421744,-0.03392934262073577,-0.08934305149954147,-0.06081245670692503,0.08492482889722858,0.1748357126113617,0.16075928815029672,0.6666566307116689,-0.12748455187460422,-0.015229391395498837,0.5296186629775025,14.020000457763672,-0.015157142878580965,0.002961611161562096,0.013303289254551466,0.021671096368527716,0.016630694702360404,0.021293391063751044,-0.013679459368000855,-0.009016763006610218,-7.07303132473048e-06,0.4946949441886051,2016-09-30,0,-0.1480337383197891,0
JPM,2016-10-14,,BMO,,,1.58,1.39,0.19000000000000017,0.1366906474820145,,,,,yfinance,6692c0fa535a,2016,6.333333333333333,-0.00191549841684735,0.031835434719171385,0.02018066727556289,0.05546895515216521,0.12054312882220171,0.14856215017433827,0.1181190118727346,0.6233616598272393,-0.027407384801793982,-0.0006568116052418915,1.562605531619174,16.690000534057617,0.020478077975929147,-0.01066167672314342,-0.0057267659160215555,-0.004427496733332868,0.005005510459937412,0.10507804094761179,0.008939532235980815,0.1090120627236552,-9.807412288250872e-06,1.3479569963800948,2016-10-14,0,0.34928520845332495,1
BAC,2016-10-17,,BMO,,,0.41,0.34,0.06999999999999995,0.20588235294117632,,,,,yfinance,8085fbbe09fb,2016,4.5825756949558425,-0.008059464818994,0.022364242172588256,0.021059344103341093,0.1339475825166554,0.17337023250096179,0.2114533030314607,0.1923354214772975,-0.07218583078220604,-0.06794319612008308,-0.010033461883859451,1.887203492036547,16.1200008392334,0.040065203798996994,0.022846768452923855,0.02145809085025615,0.011588883183176552,0.03346715540961485,0.20444512548256627,0.02467455352410433,0.19565252359705576,2.3470175715638916e-05,1.639064079376374,2016-10-17,1,0.10318681947821545,1
MSFT,2016-10-20,,AMC,,,0.76,0.68,0.07999999999999996,0.11764705882352934,,,,,yfinance,d9cb8178e461,2016,1.2015028183722205,0.005797643037078082,-0.008486346799839728,-0.008829611086451084,0.012020511027826641,0.10794086335376347,0.11747878693584626,0.11424225592994221,0.7315052197367414,-0.03584905969019816,-0.008988983298901743,1.275899005343365,13.75,0.04402415874842983,0.05000171114188254,0.053485687166613165,0.05707457913923246,0.04772440490067147,0.009545261802331322,0.00712198269780158,-0.031057160400538575,0.000938498233022357,1.1874566490078875,2016-10-21,0,0.05860331544132018,1
AAPL,2016-10-25,,AMC,,,0.42,0.41,0.010000000000000009,0.024390243902439046,,,,,yfinance,803a437999c6,2016,0.5773502691896268,0.006639982729134575,0.016766955262884853,0.04757266900464452,0.14861586697714868,0.07933576248096383,0.10750799814100243,0.17713325663687482,-0.41324387783911565,-0.05800151542572515,-0.000326770549027966,1.0636660675740377,13.460000038146973,-0.05601393890669244,-0.028492886208769073,-0.02594384891006954,-0.031965923021705575,-0.05131589005687784,-0.12498577670813345,-0.028608455508501825,-0.10227834215975744,0.0019095137526039846,0.8451515024861498,2016-10-26,0,-0.16032059799934273,0
GOOGL,2016-10-27,,AMC,,,0.36,0.34,0.019999999999999962,0.058823529411764594,,,,,yfinance,f84182d71675,2016,0.6928203230275498,-0.00520917436457391,0.016503376857357033,0.00899938197060779,0.032868272001104426,0.14678612565027677,0.1299232038165655,0.12033325694464284,1.1837045697699886,-0.024749835803205424,-0.01601736166210921,0.937464557749843,15.359999656677246,-0.03262096126029166,-0.01694379239771652,-0.011333564249257183,-0.007502539169775068,-0.027754954290749614,-0.08217665117236314,-0.032680911543904234,-0.08710260842551776,0.0005967233116424375,0.953780259092618,2016-10-28,0,0.17074877178459055,1
AMZN,2016-10-27,,AMC,,,0.03,0.04,-0.010000000000000002,-0.25000000000000006,,,,,yfinance,bb5b50c10fac,2016,-0.27735009811261463,0.009922016950151491,-0.013168083761417981,-0.012501243993044087,0.07847817094807352,0.18549234750640123,0.147882688348807,0.1550032693346375,1.3447705198610291,-0.04031455124808048,-0.01601736166210921,1.0275656437604423,15.359999656677246,-0.059866368706265605,-0.052972847563557524,-0.037992880136751825,-0.03394651732235667,-0.06675751137516425,-0.11703528646437007,-0.016739204888749033,-0.06701697997795486,0.0012760368720990119,0.8894540313822907,2016-10-28,-1,0.06495609890605493,1
CVX,2016-10-28,,BMO,,,0.49,0.39,0.09999999999999998,0.25641025641025633,,,,,yfinance,9e52769f46fd,2016,0.6174094339647441,-0.01914208820125063,-0.008631835883315286,-0.02183067375058867,-0.024980533802988814,0.0933993464055989,0.13722011253964772,0.1785186011803727,0.16431982282445445,-0.06165967757382329,-0.01601736166210921,1.1959250973444366,15.359999656677246,0.05668054907752719,0.07199646715333385,0.04161730830870458,0.05129406315395808,0.07161586568073947,0.07178517521674523,0.029420020110531263,0.029589329646537023,-0.0001878392346510474,1.0072256352883162,2016-10-28,1,-0.11290784471520092,0
XOM,2016-10-28,,BMO,,,0.63,0.6,0.030000000000000027,0.050000000000000044,,,,,yfinance,41d2b63fa103,2016,0.16506122155659653,-0.003325317263751404,0.0041589720483514725,0.00023011096335201486,-0.022821797065131766,0.05564371375025836,0.10911432958411472,0.17819643325342427,-0.4167008141292004,-0.0731050186763802,-0.01601736166210921,0.8436359233948744,15.359999656677246,-0.016103992748971157,-0.02095503409217425,-0.0377533545532754,-0.03847830696575331,-0.01796733416057982,-0.021648440108745358,0.0037391828624994913,5.8076914333952956e-05,-0.0004879003746822637,0.8208391081172189,2016-10-28,0,-0.2719163014474125,-1
META,2016-11-02,,AMC,,,0.82,0.71,0.10999999999999999,0.15492957746478872,,,,,yfinance,df3311656698,2016,6.350852961085883,-0.029532931284093955,-0.022596283357271374,-0.007956972096378356,0.02259567018979136,0.17942784494624564,0.14727315942904068,0.13824907004825132,1.407746254526339,-0.04584334233427877,-0.02301093418648359,1.0729476176277186,19.31999969482422,-0.09949278384268488,-0.07367330127475408,-0.05865703631832915,-0.04584004858718009,-0.08502738350236576,-0.14890874416487768,-0.03244778150921717,-0.09632914217172908,0.0005602540413072491,0.952968996015321,2016-11-03,0,0.4917970592652103,1
NVDA,2016-11-10,,AMC,,,0.02,0.02,0.0,0.0,,,,,yfinance,5447f6eaf983,2016,0.0,-0.0027957700699082766,-0.04117146236136948,0.020171582415268174,0.07503173493541748,0.38342180165451517,0.34200264078596715,0.28231820017654696,1.0475094577139634,-0.06360866207464207,0.015020314230657084,1.3051389019911037,14.739999771118164,0.2535248456259658,0.18458955595094528,0.20464164749153474,0.24331063565830052,0.3278773428625528,0.18263445092139746,0.030395357514810727,-0.11484753442634467,0.0038406153190494283,1.4124138330941496,2016-11-11,-1,0.11434774392370525,1
WMT,2016-11-17,,BMO,,,0.33,0.32,0.010000000000000009,0.03125000000000003,,,,,yfinance,98452e34fc57,2016,0.6546536707079769,0.004078748225642803,0.027933800912511852,0.03659068429004719,-0.03916551776506594,0.14107127496554034,0.1157074804928198,0.1596146461042354,0.8597336064553288,-0.07684927518919202,0.019465576120120787,0.486048165726109,13.720000267028809,-0.006456997547054159,-0.021979375311190538,-0.04075886254761518,-0.04127046353609093,-0.008187377519869747,-0.016609906744584242,0.024777954038908024,0.01635542481419354,-0.00010734578345783768,0.4388534553340336,2016-11-17,0,0.1387493689235259,1
COST,2016-12-07,,AMC,,,1.24,1.19,0.050000000000000044,0.042016806722689114,,,,,yfinance,023978952b5c,2016,1.2009611535381537,0.024915098780608158,0.007729140949255253,0.07182676117889186,0.0024760857482890586,0.13530433479390924,0.14530506466346502,0.15149880824289474,-0.10743772669096771,-0.07123727612222096,0.05371809774759795,0.5541218649618107,12.220000267028809,0.05702812786906743,0.04678163917705828,0.047781504804957575,0.0346843662561427,0.038685016518311244,0.05289572413005185,0.015028642979237339,0.02923935059097793,-0.0005116885998624366,0.47560837310420045,2016-12-08,0,-0.0016885648533627334,0
BAC,2017-01-13,,BMO,,,0.4,0.38,0.020000000000000018,0.05263157894736847,,,,,yfinance,b1eac682d7e1,2017,0.6460582824697997,0.010582000347830522,0.02642186093164889,0.013710723466343167,0.429819032720844,0.20065482397718437,0.18770021704854709,0.26716992919079824,-0.4200260393201734,-0.050086349527404136,0.0012375636654005095,1.799766988591329,11.539999961853027,-0.008236763528396057,-0.017543355591832666,-0.03926124028913774,-0.036722749074437004,-0.01502162302692037,-0.03811733377911593,-0.014224143743044811,-0.03731985449524037,0.0005741928742828001,1.8078664484793496,2017-01-13,0,-0.22131328641240486,-1
JPM,2017-01-13,,BMO,,,1.58,1.42,0.16000000000000014,0.11267605633802827,,,,,yfinance,cfb1c99f685c,2017,2.873684832428398,0.0015096649924113414,-0.0030058050431267525,0.017821249227088165,0.26581537267628486,0.11175298547944514,0.11624780862698982,0.1960837227755884,-0.2687493473073071,-0.02653754941090732,0.0012375636654005095,1.4702323905400183,11.539999961853027,-0.03251648315091724,-0.03337525883754969,-0.0369565374297912,-0.030397507879615843,-0.030221759419980756,-0.029065213544530823,-0.03157920499281924,-0.030422659117369313,0.0006021821442080864,1.4699557051023247,2017-01-13,0,-0.05378258525390732,0
MSFT,2017-01-26,,AMC,,,0.84,0.79,0.04999999999999993,0.06329113924050624,,,,,yfinance,28bb8be8a0a2,2017,0.8932370012631192,0.03162114655105741,0.01709128089616585,0.016287079969359297,0.0537792240421866,0.09291325168397954,0.0960644661606065,0.1554722936165619,0.34074246243928646,-0.04139868203879112,0.01603825709764206,1.2498251280377284,10.630000114440918,0.0050357356558901065,0.01894707027796104,0.03420375235710937,0.023517239662069103,-0.008060008704502249,-0.03898428779657796,-0.033627928964175324,-0.06455220805625105,-0.00012197440236372985,1.2430170637674274,2017-01-27,0,-0.013118490991711477,0
GOOGL,2017-01-26,,AMC,,,0.47,0.48,-0.010000000000000009,-0.020833333333333353,,,,,yfinance,19387b3a1801,2017,-0.42008402520840343,0.039557501206365586,0.03268018682482832,0.06088139814182014,0.034312890890776826,0.11910222682006193,0.13029777177204335,0.18102346751288317,0.21223399589058498,-0.08378543443606747,0.01603825709764206,0.9381040588157826,10.630000114440918,-0.014689712463860497,-0.03273137851070866,-0.03158835110080427,-0.031180885149990595,-0.04153517620476947,-0.03173923973410803,-0.029379615800566077,-0.019583679329904635,-0.00034034110810371784,0.9226766946367698,2017-01-27,-1,-0.036208018674464396,0
