gross_return,transaction_cost,net_return,turnover,long_exposure,short_exposure,gross_exposure,net_exposure,benchmark_return,cumulative_gross,cumulative_net,cumulative_benchmark
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028385678160469663,0.002739066650804922,0.002418336531163856,0.03691174018128285
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001631147255365284,0.002739066650804922,0.002418336531163856,0.03522038444223008
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013022543851969326,0.002739066650804922,0.002418336531163856,0.04870158729508156
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03590907524831999,0.002739066650804922,0.002418336531163856,0.011043683083869826
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0179098567765531,0.002739066650804922,0.002418336531163856,-0.007063964475001017
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018036025724666338,0.002739066650804922,0.002418336531163856,0.010844655404676162
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01702759235153195,0.002739066650804922,0.002418336531163856,0.028056906127631676
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013645562834888825,0.002739066650804922,0.002418336531163856,0.042085321238037654
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021004508801811816,0.002739066650804922,0.002418336531163856,0.044274170268256086
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007193190358265378,0.002739066650804922,0.002418336531163856,0.03676250737529685
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005997792706853966,0.002739066650804922,0.002418336531163856,0.042980793980772036
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006200747903354342,0.002739066650804922,0.002418336531163856,0.042334067883620596
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014890445928336327,0.002739066650804922,0.002418336531163856,0.05785488696070451
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003526922273814348,0.002739066650804922,0.002418336531163856,0.06158585892398949
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007263369709887169,0.002739066650804922,0.002418336531163856,0.06929654949614261
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00013956166421391636,0.002739066650804922,0.002418336531163856,0.06914731669015683
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005583458768219751,0.002739066650804922,0.002418336531163856,0.07511685665004908
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013418160868251539,0.002739066650804922,0.002418336531163856,0.07367424755657925
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002687308650947795,0.002739066650804922,0.002418336531163856,0.07655954165033796
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010165945057079018,0.002739066650804922,0.002418336531163856,0.07546511713522874
0.0,2e-05,-2e-05,0.02,0.0,0.0,0.0,0.0,0.004162976485132752,0.002739066650804922,0.0023982881644331044,0.07994225312844327
-3.9349172116533996e-05,0.0,-3.9349172116533996e-05,0.0,0.02,0.0,0.02,0.02,-0.0037771987620903724,0.002699609698683325,0.0023588446216626924,0.07586309658679746
0.00027598583092892427,0.0,0.00027598583092892427,0.0,0.02,0.0,0.02,0.02,0.004485139878580124,0.0029763405836380485,0.0026354814602844723,0.08068849306519166
5.6567031385981185e-05,0.0,5.6567031385981185e-05,0.0,0.02,0.0,0.02,0.02,-0.00271594357282523,0.003033075977775246,0.0026921975730329617,0.07775340409822507
1.0575984325380539e-05,0.0,1.0575984325380539e-05,0.0,0.02,0.0,0.02,0.02,0.00046160215247192937,0.003043684039864658,0.0027028020299977307,0.07825089738939073
-0.00020084556436922085,2e-05,-0.00022084556436922085,0.02,0.02,0.0,0.02,0.02,-0.0010611106230176137,0.0028422271650567765,0.0024813595637889208,0.07710675390789268
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011546277252305615,0.0028422271650567765,0.0024813595637889208,0.07835041122898789
0.0,4e-05,-4e-05,0.04,0.0,0.0,0.0,0.0,0.0016145723016485203,0.0028422271650567765,0.00244126030940639,0.0800914859344295
0.0009301415079059194,0.0,0.0009301415079059194,0.0,0.02,0.02,0.04,0.0,-0.0008290009203625326,0.003775012346423745,0.0033736725348576524,0.07919608909851417
-0.00046138849414383736,0.0,-0.00046138849414383736,0.0,0.02,0.02,0.04,0.0,-0.006407298672469919,0.0033118821050179825,0.0029107274670232552,0.07228135742949848
